N,P,K,temperature,humidity,ph,rainfall,label
71.5,44.4,43.7,24.24,80.35,6.03,157.93,jute
79.3,49.3,40.8,23.43,79.45,6.53,174.78,jute
86.1,50.5,35.8,25.67,79.72,7.12,157.0,jute
80.1,39.7,39.4,23.05,76.52,6.14,161.99,jute
63.0,48.8,35.3,24.85,76.41,7.42,196.65,jute
66.8,47.3,35.3,25.8,80.23,6.06,167.12,jute
62.3,42.9,41.7,24.41,78.84,6.18,162.25,jute
63.0,51.1,36.4,24.79,78.43,6.34,181.97,jute
73.7,43.0,40.9,24.47,78.03,6.84,183.47,jute
60.8,44.3,35.6,23.56,80.61,7.3,194.14,jute
62.1,43.4,40.8,23.44,82.65,7.12,195.17,jute
60.3,39.3,43.3,25.01,83.94,6.09,179.85,jute
77.1,35.7,40.1,24.83,76.91,6.41,182.02,jute
74.0,52.2,38.4,23.8,84.85,7.37,151.45,jute
83.1,37.2,35.3,23.82,77.69,7.23,185.53,jute
89.4,49.2,39.2,25.1,84.99,7.07,188.08,jute
88.2,37.3,42.0,25.55,84.54,6.32,175.2,jute
80.4,39.9,41.0,23.77,78.33,6.66,176.46,jute
73.5,44.9,38.0,23.48,75.47,6.29,179.1,jute
83.6,38.4,36.1,25.25,78.05,7.43,185.72,jute
69.8,40.8,40.2,23.24,76.18,6.26,188.74,jute
75.4,35.2,41.7,24.27,80.11,6.32,177.59,jute
89.4,36.5,37.8,23.73,77.49,6.57,190.91,jute
87.4,39.0,40.4,24.91,80.22,6.65,159.6,jute
74.6,43.0,43.0,25.29,76.34,6.13,195.41,jute
76.1,52.2,35.6,24.58,80.39,7.29,154.88,jute
67.2,43.1,43.7,25.82,84.93,7.44,150.3,jute
61.4,38.0,38.5,25.49,83.93,6.28,180.98,jute
87.5,44.3,36.0,24.37,78.76,6.87,171.93,jute
60.5,54.9,40.4,24.42,84.55,6.23,159.46,jute
84.2,40.2,43.0,23.81,75.33,6.78,159.83,jute
82.7,47.8,44.2,25.35,76.81,7.2,182.09,jute
80.1,51.6,40.7,24.4,81.37,6.45,159.13,jute
78.5,39.7,35.8,23.0,81.08,6.54,187.62,jute
71.3,44.7,39.1,24.95,78.56,7.45,196.81,jute
85.4,53.4,39.5,24.61,82.42,7.04,194.53,jute
81.5,55.0,38.5,25.5,81.98,7.04,166.29,jute
83.6,53.0,37.2,24.88,78.92,7.48,173.94,jute
66.8,42.6,41.5,23.23,81.04,7.4,192.52,jute
62.0,54.9,42.0,23.49,75.12,6.26,191.91,jute
60.6,39.7,42.6,24.76,82.83,7.12,152.53,jute
86.8,39.5,40.5,24.93,76.69,7.46,174.41,jute
61.7,53.7,40.9,25.1,80.25,7.25,151.66,jute
68.1,44.4,35.8,25.12,78.94,6.41,150.17,jute
81.6,51.7,39.0,24.69,77.28,6.93,150.61,jute
74.7,47.9,44.2,24.14,82.65,6.9,196.35,jute
72.0,41.4,43.9,23.15,76.36,6.12,192.16,jute
60.3,52.2,39.5,23.01,79.02,6.28,181.22,jute
80.4,44.8,35.4,24.97,83.42,7.08,191.5,jute
66.0,52.8,38.2,23.04,83.43,7.41,182.78,jute
66.9,40.0,39.7,25.69,76.5,7.24,164.57,jute
84.3,53.4,39.3,24.1,83.02,6.79,184.22,jute
